frame,blink,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
272,0,False,1,8.89254870824813,0,True,True
273,0,False,1,9.336719677374473,0,True,True
274,0,False,1,4.820766078092657,0,True,True
275,0,False,1,8.148931068401975,0,True,True
276,0,False,0,5.10216525235819,0,True,True
277,0,False,0,4.4351144453159685,0,True,True
278,0,False,0,8.729633839672262,0,True,True
279,0,False,0,9.029637321965113,0,True,True
280,0,False,0,7.431407971172507,0,True,True
281,0,False,0,5.858541972502603,0,True,True
282,0,False,0,5.76169531759274,0,True,True
283,0,False,0,3.3541575114795195,0,True,True
284,0,False,0,4.255545737416809,0,True,True
285,0,False,0,3.733584445405063,0,True,True
286,0,False,0,3.20761662569413,0,True,True
287,0,False,0,6.02448572463763,0,True,True
288,0,False,0,8.057299623943086,0,True,True
289,0,False,0,5.107835856012783,0,True,True
290,0,False,0,4.578161936342906,0,True,True
291,0,False,0,1.4077414878740682,0,True,True
292,1,False,0,0.3261584096130029,0,True,True
293,0,False,0,1.2072036566589912,0,True,True
